"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.14410209434482e-34,0.533053352785668,0.272,0.164,2.63518711466715e-29,"1","RHOC"
1.193221664069e-33,0.271030594923019,0.406,0.255,3.86090733842806e-29,"1","PCGF5"
1.19683948052486e-33,0.476413864460163,0.415,0.293,3.87261350713428e-29,"1","RAB4A"
4.16748049365821e-33,0.43620699189743,0.483,0.369,1.34847166333299e-28,"1","VPS28"
6.50659564039577e-33,0.395220547491105,0.521,0.396,2.10533915136286e-28,"1","EIF4G2"
1.33181298100746e-32,0.406138976065865,0.851,0.489,4.30934726264585e-28,"1","CMTM5"
7.01189681778249e-32,0.347982029285826,0.499,0.352,2.26883945332988e-27,"1","USF2"
7.90159457106268e-32,0.564823791033001,0.333,0.228,2.55671895535875e-27,"1","SRSF8"
8.1813428619016e-32,0.252937819997822,0.487,0.327,2.6472371098255e-27,"1","R3HDM4"
1.14152243546586e-31,0.644470027287192,0.296,0.196,3.69362414443687e-27,"1","ORAI1"
1.5032189773694e-31,0.674558510794841,0.284,0.188,4.86396564507417e-27,"1","MPST"
4.60410311878859e-31,0.687766014144473,0.361,0.272,1.48974964614643e-26,"1","ACTR3"
1.13718201078599e-30,0.256250895714329,0.543,0.348,3.67957983230023e-26,"1","MGAT4B"
2.69835444941264e-30,0.357091610211346,0.861,0.618,8.73106549196447e-26,"1","MTURN"
3.82994892847784e-30,0.760138685749083,0.302,0.215,1.23925657478758e-25,"1","LYN"
5.54350193436025e-30,0.408077375158404,0.481,0.38,1.79371092090095e-25,"1","YWHAE"
1.44994478750509e-29,0.359206660322982,0.562,0.443,4.69158634893021e-25,"1","PARK7"
2.04736896325907e-29,0.918563115841888,0.301,0.225,6.62467175441738e-25,"1","TAOK3"
3.4759144002788e-29,0.376348038071552,0.485,0.384,1.12470162249821e-24,"1","CALM2"
6.7275969534363e-29,0.48211858138998,0.386,0.287,2.17684854622338e-24,"1","ACP1"
7.18275437242669e-29,0.477074533999089,0.286,0.186,2.3241238322861e-24,"1","AC100810.1"
9.12147751994213e-29,0.273136563201403,0.5,0.334,2.95143648112768e-24,"1","MCUR1"
1.08314846610762e-28,0.678523704285007,0.275,0.185,3.50474349178444e-24,"1","LRBA"
1.53000499377924e-28,0.918088436847616,0.253,0.172,4.95063715837149e-24,"1","ORAI2"
5.47435568035158e-28,0.32012568295264,0.869,0.642,1.77133726749136e-23,"1","MPP1"
8.52341167036456e-28,0.53737793197812,0.333,0.236,2.75792031417986e-23,"1","G3BP2"
1.9341045948771e-27,0.810218269654686,0.271,0.191,6.25818223764384e-23,"1","RILPL2"
3.68427547300888e-27,0.413992572620165,0.382,0.274,1.19212101480148e-22,"1","MAGED2"
5.56065781482289e-27,0.442280727268424,0.943,0.565,1.79926204914224e-22,"1","GP9"
1.28704574768517e-26,0.282934104436165,0.584,0.4,4.16449392578489e-22,"1","RSU1"
1.47691299780997e-26,0.262366875087006,0.569,0.392,4.77884738701371e-22,"1","MFSD1"
4.51831576528007e-26,0.257230337385329,0.698,0.5,1.46199143217167e-21,"1","PIP4K2A"
1.42303440604944e-25,0.294883277812423,0.517,0.386,4.60451242765416e-21,"1","CMPK1"
2.6201422655713e-25,0.512508393930565,0.318,0.226,8.47799432870906e-21,"1","HMG20B"
3.9779202467002e-25,0.777707813615419,0.287,0.212,1.28713565422478e-20,"1","NRDC"
9.81150671845868e-25,0.556024901721396,0.258,0.172,3.17470922889168e-20,"1","LSM1"
1.19633054649361e-24,0.873016047944888,0.287,0.218,3.87096674928938e-20,"1","ANKRD28"
3.4256609688336e-24,0.54438891742728,0.254,0.172,1.10844111968549e-19,"1","P2RX1"
4.20270310225016e-24,0.49045312665982,0.296,0.205,1.35986864279508e-19,"1","SELENOT"
4.24867632556558e-24,0.597578381057376,0.323,0.241,1.37474419866326e-19,"1","ATF4"
5.81572153467842e-24,0.313839545912725,0.827,0.625,1.8817930169759e-19,"1","CALM1"
1.34880440349502e-23,0.317196399274742,0.316,0.211,4.36432640838883e-19,"1","IFI27L2"
5.10355803066249e-23,0.60530509182094,0.296,0.22,1.65135827198146e-18,"1","CCS"
5.96023989067469e-22,0.304967126341251,0.405,0.313,1.92855482142561e-17,"1","GLUL"
1.28731922014661e-21,0.63446940962868,0.258,0.184,4.1653788006284e-17,"1","RPS19BP1"
2.85990785196416e-21,0.577928681127655,0.321,0.247,9.25380383660043e-17,"1","GTF3C6"
2.90813168857396e-21,0.63232291456356,0.333,0.27,9.40984170471876e-17,"1","CLTA"
2.1485527243908e-20,0.260311834383111,0.726,0.55,6.95207205031131e-16,"1","BEX3"
2.91078291904066e-20,0.284575384882199,0.527,0.415,9.41842029113986e-16,"1","CAPZB"
4.19134922617097e-20,0.307430884797279,0.494,0.407,1.35619486911214e-15,"1","PAIP2"
4.2503971537099e-20,0.499067333421083,0.32,0.245,1.37530100702591e-15,"1","GRB2"
8.69060891552106e-20,0.310453414583987,0.95,0.762,2.81202032679515e-15,"1","NAP1L1"
1.38344864012745e-19,0.464507023288725,0.353,0.277,4.4764247648604e-15,"1","PCNP"
1.76327099029243e-19,0.494893036112595,0.274,0.199,5.70541594328922e-15,"1","OSTF1"
2.4541689679649e-19,0.48323443197193,0.375,0.307,7.94095452964403e-15,"1","YWHAQ"
2.62134501423918e-19,0.388829220111465,0.253,0.174,8.48188606257373e-15,"1","SEMA4D"
1.05880526996837e-18,0.363420130767796,0.9,0.633,3.42597621203665e-14,"1","ODC1"
1.85525312488071e-18,0.641031354872864,0.263,0.199,6.00304253617652e-14,"1","PTPRA"
2.05831666718952e-18,0.257828255056061,0.342,0.24,6.66009524002515e-14,"1","MMRN1"
3.70627976575336e-18,0.256866162235742,0.515,0.433,1.19924094380481e-13,"1","MYL12B"
4.25895635294372e-18,0.731119291888485,0.252,0.193,1.378070507122e-13,"1","MEF2C"
1.04591920958804e-17,0.69609434618745,0.282,0.224,3.38428078646402e-13,"1","SRSF6"
7.73155429193742e-16,0.354624429788271,0.332,0.263,2.50169902224219e-11,"1","SLC39A3"
4.96378813815487e-15,0.717266737027189,0.275,0.228,1.60613292786277e-10,"1","BEX4"
1.28176360326593e-14,0.5288011162527,0.279,0.223,4.14740249108757e-10,"1","PRKAR1A"
3.00730399111609e-14,0.525246165676378,0.324,0.276,9.73073352405432e-10,"1","H2AFZ"
3.86005689145724e-14,0.771835380380497,0.266,0.224,1.24899860836882e-09,"1","CSNK1A1"
4.83530819237769e-14,0.589963143303342,0.297,0.251,1.56456067180765e-09,"1","YY1"
9.93986861473372e-14,0.309030178978848,0.893,0.67,3.21624328766939e-09,"1","TGFB1"
1.30209349864339e-13,0.304526891309366,0.412,0.357,4.21318393356043e-09,"1","SERP1"
1.59729447273262e-13,0.440180635491666,0.306,0.251,5.16836572542093e-09,"1","ANXA7"
3.90740050783694e-13,0.475345272979042,0.303,0.25,1.2643175823208e-08,"1","STK4"
5.62783758275752e-13,0.325409572527735,0.979,0.759,1.82099940665285e-08,"1","RGS10"
5.90925492045011e-13,0.32778329169036,0.33,0.265,1.91205761461004e-08,"1","RAB37"
7.71141200848005e-13,0.267018828078402,0.384,0.313,2.49518158358389e-08,"1","ANAPC5"
5.02665408970537e-12,0.370172839261941,0.312,0.257,1.62647446380597e-07,"1","TRAM1"
8.04839385136387e-10,0.265768448726527,0.284,0.23,2.60421879848581e-05,"1","SKAP2"
2.88395884539487e-09,0.268648997077732,0.843,0.637,9.33162563604419e-05,"1","FERMT3"
3.34921147084614e-09,0.540784946236873,0.282,0.252,0.000108370435562169,"1","LRRFIP1"
6.7374737785638e-09,0.697650570046251,0.268,0.243,0.000218004439052989,"1","CBX3"
7.17853621906779e-09,0.403757712320055,0.27,0.229,0.000232275896440376,"1","PCMT1"
1.04998988150958e-07,0.422081900882077,0.277,0.244,0.00339745225960056,"1","NAP1L4"
1.59155959175769e-06,0.45564935485339,0.265,0.243,0.0514980937105034,"1","SERPINB6"
2.9674134502322e-06,0.352164771269583,0.314,0.296,0.0960165970091632,"1","SUB1"
0.000212511426874484,0.272929513684644,0.332,0.317,1,"1","DAD1"
5.02805929377816e-209,0.611893440888319,0.991,0.732,1.6269291456878e-204,"2","NRGN"
5.42078106954711e-198,0.487841870383328,1,0.947,1.75400213067336e-193,"2","TMSB4X"
2.29339784443151e-190,0.591777642212279,0.986,0.726,7.42074740522705e-186,"2","PPBP"
1.23233231717122e-185,0.47985067589173,0.989,0.94,3.98745767867091e-181,"2","SH3BGRL3"
8.32196613765834e-182,0.670833563752026,0.914,0.704,2.69273858316211e-177,"2","CLU"
1.29189062085754e-178,0.587688738957849,0.97,0.73,4.18017048190875e-174,"2","CCL5"
5.94294636134747e-176,0.575919423422917,0.968,0.761,1.9229591541412e-171,"2","CAVIN2"
3.02442567836108e-172,0.568305071300872,0.928,0.841,9.78613416747295e-168,"2","HLA-E"
2.4581782342064e-159,0.430101732190843,0.991,0.951,7.95392731242166e-155,"2","ACTB"
6.58459881966303e-158,0.366277538721881,1,0.981,2.13057864007837e-153,"2","B2M"
1.04575782415518e-154,0.551901574773586,0.965,0.725,3.38375859161892e-150,"2","GNG11"
2.70019685765842e-151,0.555039254752974,0.954,0.696,8.73702697232536e-147,"2","TUBB1"
4.06418015404631e-150,0.489834068648227,0.952,0.867,1.31504677244476e-145,"2","TAGLN2"
2.04221672723943e-149,0.296703624869414,0.926,0.891,6.60800066432863e-145,"2","MALAT1"
9.16043743451306e-149,0.599514551390203,0.877,0.698,2.96404274068539e-144,"2","PRKAR2B"
1.19039071249766e-142,0.564779264695723,0.886,0.789,3.85174722842868e-138,"2","TLN1"
1.2224331705611e-138,0.444154296458633,0.945,0.906,3.95542700998456e-134,"2","GNAS"
1.85030478916806e-138,0.532371858874049,0.96,0.712,5.98703120631109e-134,"2","PF4"
2.69560356459078e-135,0.542018939046124,0.863,0.782,8.72216445394639e-131,"2","ACTG1"
5.24114118785895e-134,0.450186139135573,0.946,0.908,1.69587605415552e-129,"2","OST4"
5.09688326592375e-130,0.39022920242469,0.971,0.914,1.64919851835495e-125,"2","H3F3A"
1.27293393660844e-125,0.328209252793648,0.998,0.981,4.11883233868393e-121,"2","FTH1"
3.53899511601987e-123,0.470708827593632,0.878,0.845,1.14511264969055e-118,"2","HLA-B"
1.79524425877376e-117,0.450337165899501,0.942,0.876,5.80887184811427e-113,"2","MYL12A"
1.15095026533424e-115,0.368926916499589,0.952,0.938,3.724129773542e-111,"2","MT-ND2"
1.02246458755545e-112,0.416417522601304,0.938,0.914,3.30838866595316e-108,"2","MYL6"
2.63508112705067e-106,0.618970764989297,0.79,0.713,8.52633200279785e-102,"2","ARPC1B"
2.75397403778898e-105,0.636037588342638,0.737,0.553,8.9110337940738e-101,"2","F13A1"
1.19052193732665e-103,0.615690225573853,0.759,0.568,3.85217183260783e-99,"2","TREML1"
4.90004500773304e-98,0.561499155714068,0.711,0.634,1.58550756315218e-93,"2","EEF1A1"
2.25970346279219e-96,0.698754446376202,0.689,0.491,7.31172249455668e-92,"2","MYL9"
5.34164342189199e-92,0.492775348363631,0.823,0.74,1.72839556202159e-87,"2","TPM4"
9.18709970869805e-90,0.328241964529109,0.869,0.857,2.97266985274343e-85,"2","PTMA"
5.40275237123451e-88,0.382494049265582,0.789,0.76,1.74816858476035e-83,"2","RPLP1"
2.57614697452266e-87,0.444568584508899,0.739,0.712,8.33563876546299e-83,"2","RPL10"
6.87012164935005e-85,0.536545494464312,0.786,0.714,2.2229652620802e-80,"2","CALM3"
4.73877116346058e-83,0.375291819059828,0.875,0.873,1.53332418536094e-78,"2","ITM2B"
1.27911412814048e-81,0.316661460970273,0.929,0.934,4.13882958442416e-77,"2","SERF2"
2.83174089733101e-80,0.251978704935007,0.937,0.942,9.16266402149394e-76,"2","MT-ATP6"
1.66452698588559e-78,0.434914839859977,0.821,0.816,5.38590996823001e-74,"2","HLA-C"
2.26473939564725e-78,0.405071644191597,0.89,0.838,7.3280172624958e-74,"2","NCOA4"
4.97212198755709e-73,0.475456106945218,0.791,0.735,1.60882951151385e-68,"2","SAT1"
1.30921632430447e-71,0.546997345361245,0.719,0.625,4.23623126055198e-67,"2","PGRMC1"
1.31895895453912e-70,0.396415880600175,0.833,0.81,4.26775548920224e-66,"2","NAP1L1"
4.86567001932938e-70,0.522518097199172,0.748,0.713,1.57438484815441e-65,"2","MTPN"
3.01388323515738e-69,0.391889806009528,0.797,0.809,9.75202198399873e-65,"2","HLA-A"
4.77092790406178e-67,0.284895796481296,0.859,0.867,1.54372914191727e-62,"2","MT-ND4"
7.40550482093319e-67,0.418987851466397,0.856,0.753,2.39619919490935e-62,"2","HIST1H2AC"
1.80135419365919e-65,0.567495354015355,0.667,0.549,5.82864176442304e-61,"2","SPARC"
2.15705399825708e-65,0.540648599228263,0.697,0.619,6.97957962216043e-61,"2","VCL"
2.07472612911379e-64,0.731204279824027,0.58,0.513,6.7131913359735e-60,"2","TMSB10"
1.95157161697112e-62,0.639491281972752,0.661,0.601,6.31470028103344e-58,"2","CST3"
4.62941564304131e-62,0.507861795178478,0.649,0.619,1.49794001961888e-57,"2","RPS27"
1.48433001076362e-60,0.461783592621671,0.661,0.64,4.80284661582785e-56,"2","RPS27A"
2.19136155206904e-58,0.546759531890864,0.687,0.622,7.09058857402979e-54,"2","PKM"
1.52579386653891e-57,0.388761254318618,0.789,0.643,4.93701121395994e-53,"2","GP9"
4.23076149699913e-56,0.532901674824705,0.694,0.645,1.36894749758401e-51,"2","TIMP1"
1.07695633594537e-55,0.446353225954025,0.75,0.765,3.48470761621844e-51,"2","PPDPF"
1.10470259592045e-55,0.482367789075505,0.718,0.707,3.57448618961979e-51,"2","SRGN"
4.61360577684703e-55,0.326464364162282,0.802,0.831,1.49282442121439e-50,"2","MT-ND1"
8.23639693981231e-53,0.454376719354166,0.645,0.611,2.66505095781507e-48,"2","RPL13"
3.26242410905408e-51,0.526289999920455,0.677,0.667,1.05562256896663e-46,"2","CFL1"
1.7219977966325e-50,0.347086384344663,0.751,0.77,5.57186827056377e-46,"2","GAPDH"
1.49424526608461e-49,0.300602428181642,0.723,0.733,4.83492940746998e-45,"2","RPL41"
2.07284719182982e-49,1.18976823194685,0.351,0.229,6.70711165860376e-45,"2","S100A9"
2.43041717443796e-49,1.08733215594854,0.41,0.293,7.86410085132892e-45,"2","LYZ"
5.03536508094859e-49,0.407081163715999,0.749,0.728,1.62929307924254e-44,"2","TGFB1"
8.20628115009431e-49,0.396112250619647,0.757,0.742,2.65530639173602e-44,"2","KIF2A"
1.09103108068197e-48,0.496945124349172,0.633,0.52,3.53024926776267e-44,"2","MAP3K7CL"
2.34787290427932e-46,0.342062639511399,0.739,0.772,7.59701235637658e-42,"2","HMGB1"
1.56738167624424e-45,1.16705487111066,0.333,0.214,5.07157688982347e-41,"2","S100A8"
7.21339372505336e-45,0.407437549204932,0.678,0.57,2.33403780761552e-40,"2","CMTM5"
1.54074607489414e-44,0.562474656840287,0.552,0.507,4.98539207453498e-40,"2","RPL34"
7.0791377131701e-44,0.344083757467724,0.75,0.641,2.29059658985045e-39,"2","TUBA4A"
1.14954535397534e-43,0.462669844387435,0.662,0.605,3.71958390185799e-39,"2","CTSA"
1.20664488538885e-43,0.337469749304333,0.81,0.693,3.90434085565271e-39,"2","RGS18"
1.28531671217823e-43,0.304018761671624,0.852,0.813,4.1588992855951e-39,"2","RGS10"
1.61164448631895e-43,0.523969079830207,0.565,0.529,5.21479806438222e-39,"2","RPS3A"
2.79804223581869e-42,0.563640927784466,0.529,0.467,9.05362526243853e-38,"2","RPS24"
1.04608487616768e-41,0.364972248899062,0.743,0.699,3.38481683381577e-37,"2","ODC1"
2.58235668941263e-41,0.413082050280414,0.684,0.625,8.35573153993245e-37,"2","MARCH2"
7.66093226511894e-41,0.341460795941593,0.785,0.765,2.47884785302454e-36,"2","LIMS1"
2.90189307610476e-38,0.487328378366655,0.564,0.536,9.38965542635219e-34,"2","RPL11"
3.61545720229015e-38,0.432687667752447,0.597,0.574,1.16985348694502e-33,"2","RPL30"
4.14798990602137e-38,0.587628894612097,0.499,0.44,1.34216509389134e-33,"2","RPS8"
4.27548291136011e-38,0.440817671354611,0.672,0.695,1.38341800562879e-33,"2","ARPC5"
7.12772136468556e-38,0.558810772390303,0.517,0.465,2.30631680197131e-33,"2","RPS18"
8.65753163434381e-38,0.530170258609143,0.564,0.477,2.80131751092463e-33,"2","CD9"
2.94210405768471e-37,0.482252266637615,0.561,0.532,9.51976609945042e-33,"2","RPS14"
4.86466115606828e-37,0.407545258430764,0.687,0.685,1.57405841026901e-32,"2","MTURN"
1.28125655499848e-36,0.562738553373205,0.511,0.463,4.14576183500858e-32,"2","RPS23"
1.5858220796758e-36,0.586817309035331,0.586,0.556,5.13124450320698e-32,"2","ITGB1"
4.83208208921362e-36,0.387071996156521,0.704,0.692,1.56351680160685e-31,"2","FERMT3"
8.37330338683036e-36,0.444225550640662,0.574,0.549,2.7093497768767e-31,"2","RPL28"
3.66954632896386e-34,0.351057613839593,0.706,0.663,1.18735510566284e-29,"2","RUFY1"
1.07958363873211e-29,0.418288999702565,0.557,0.537,3.4932087798455e-25,"2","RPL32"
5.73958436258249e-29,0.329174266753351,0.688,0.659,1.85715731220082e-24,"2","CDKN2D"
3.46568560154152e-28,0.366398703466089,0.672,0.672,1.12139189009079e-23,"2","YWHAH"
2.91039169221631e-27,0.450212736884988,0.53,0.514,9.41715439850431e-23,"2","RPL19"
4.50537313089372e-26,0.348999663041037,0.598,0.537,1.45780358396328e-21,"2","GRAP2"
6.30101384748473e-26,0.504781730524136,0.482,0.45,2.03881905063064e-21,"2","RPS2"
1.31697031603002e-25,0.382605899321084,0.639,0.689,4.26132085157835e-21,"2","TPM3"
6.65341210256594e-25,0.483734638202462,0.592,0.622,2.15284455402726e-20,"2","SH3BGRL"
9.94281224158899e-25,0.555089363428791,0.5,0.453,3.21719575701095e-20,"2","FLNA"
1.68283360972134e-24,0.585829918250232,0.471,0.403,5.44514471097534e-20,"2","FCER1G"
2.29379145365079e-24,0.45474214965824,0.507,0.495,7.42202100657787e-20,"2","RPS4X"
9.14806370435066e-23,0.37376963977394,0.638,0.678,2.96003897281674e-18,"2","LAMTOR1"
1.87898821560867e-22,0.412254232237021,0.518,0.512,6.07984216924499e-18,"2","RPL39"
8.3915188383788e-22,0.347792786149105,0.645,0.689,2.71524375053423e-17,"2","CALM1"
9.07190890126515e-22,0.495602198566991,0.48,0.428,2.93539756318237e-17,"2","ITGA2B"
2.08147644498878e-21,0.498487558137876,0.464,0.442,6.73503333305019e-17,"2","RPS13"
2.23738380011371e-21,0.361030556747042,0.634,0.685,7.23950276202792e-17,"2","YWHAZ"
6.3238878313845e-21,0.443483520854931,0.49,0.477,2.04622038560108e-16,"2","RPS28"
1.49843361827752e-20,0.498921070560969,0.466,0.46,4.84848165866058e-16,"2","RPS19"
1.893339066051e-20,0.389676092760938,0.583,0.592,6.12627721602122e-16,"2","PDLIM1"
1.92657232201675e-20,0.495371590135166,0.461,0.451,6.23381006234958e-16,"2","RPL37"
2.5851864423523e-20,0.265992527081047,0.655,0.594,8.36488777151935e-16,"2","ACRBP"
1.08473861747361e-19,0.326038036221326,0.628,0.694,3.50988874455937e-15,"2","UQCRH"
1.51390472767351e-18,0.508153263015447,0.419,0.362,4.89854152733318e-14,"2","AP001189.1"
7.54231604268441e-18,0.434565298333764,0.481,0.473,2.44046720193139e-13,"2","RPLP2"
9.23881359356911e-18,0.481281951073532,0.442,0.427,2.98940291447116e-13,"2","RPL18A"
6.44941702226622e-17,0.358033013915487,0.603,0.669,2.08683786589468e-12,"2","CD99"
8.49597546811121e-17,0.503386297217876,0.445,0.443,2.74904278221674e-12,"2","RPS29"
1.38426384130015e-16,0.327083707812525,0.526,0.487,4.47906251129488e-12,"2","MMD"
1.94808456100872e-16,0.308321093242392,0.61,0.686,6.30341721405592e-12,"2","PFN1"
5.72686784126445e-16,0.330331230178178,0.147,0.26,1.85304262739794e-11,"2","AES"
7.48484579569899e-16,0.401717771311603,0.52,0.508,2.42187155411432e-11,"2","RNF11"
8.39692990223839e-16,0.26850069233379,0.167,0.288,2.71699460846727e-11,"2","PGK1"
1.86904958253468e-15,0.26130752576011,0.165,0.284,6.04768373420748e-11,"2","HSBP1"
3.20698155964087e-15,0.479897138235951,0.538,0.58,1.037683023253e-10,"2","FKBP1A"
6.71865308273313e-15,0.424017778363718,0.454,0.46,2.17395457797996e-10,"2","RPS3"
9.86828329769767e-15,0.403662243551219,0.144,0.252,3.19308042663604e-10,"2","ATP6V1F"
1.45860812326852e-14,0.276287184594863,0.543,0.587,4.71961830445995e-10,"2","RPS15A"
2.11539022802187e-14,0.304863026189583,0.607,0.676,6.84476816081037e-10,"2","ARHGDIB"
4.3308201804194e-14,0.504426803389991,0.479,0.482,1.40132348577831e-09,"2","MYH9"
5.55214126218673e-13,0.317656234581517,0.201,0.331,1.79650634820576e-08,"2","GNAI2"
1.37862398162901e-12,0.472387109492845,0.406,0.405,4.46081361735699e-08,"2","RPL18"
1.57589370485177e-12,0.265110188331724,0.16,0.262,5.09911926078886e-08,"2","BTG1"
1.90709867471633e-12,0.295121523858089,0.603,0.643,6.17079918177963e-08,"2","MAX"
3.05615008830696e-12,0.333512591478923,0.187,0.306,9.88878484073484e-08,"2","TPI1"
3.15367347030746e-12,0.295179591073201,0.177,0.288,1.02043412478739e-07,"2","CDC37"
3.25897789856791e-12,0.380353165170732,0.555,0.609,1.05450747863962e-07,"2","BEX3"
8.77336397725101e-12,0.528817404823696,0.433,0.427,2.83879738211911e-07,"2","COTL1"
8.92164742479651e-12,0.418347140299273,0.426,0.429,2.88677745724141e-07,"2","RPL12"
1.36612551796843e-11,0.406950953917372,0.437,0.448,4.42037233849045e-07,"2","RPL29"
3.19669696598388e-11,0.462215569005298,0.384,0.352,1.0343552372834e-06,"2","SH3BGRL2"
1.14899581809267e-10,0.391972071058279,0.156,0.254,3.71780576860245e-06,"2","TOMM7"
1.48934011343307e-10,0.322994405467329,0.183,0.289,4.81905780503538e-06,"2","BCAP31"
2.02227942202204e-10,0.278717336644767,0.481,0.467,6.54348952583672e-06,"2","CTTN"
2.45504260954524e-10,0.293158787752023,0.201,0.318,7.94378137170554e-06,"2","DDX5"
3.38202690870625e-10,0.372006151798531,0.173,0.273,1.09432244685008e-05,"2","DSTN"
5.46053958085432e-10,0.440388613266246,0.373,0.342,1.76686679217703e-05,"2","SNN"
6.20124715942138e-10,0.486794764447261,0.431,0.424,2.00653754337398e-05,"2","PARVB"
6.34298656510871e-10,0.335629171169894,0.53,0.553,2.05240016287223e-05,"2","TPM1"
3.19681192133761e-09,0.282183287593442,0.237,0.362,0.000103439243338721,"2","RABAC1"
3.37762480472669e-09,0.299939364614223,0.447,0.428,0.000109289805806542,"2","AC147651.1"
6.59230911583481e-09,0.472351684839815,0.486,0.531,0.000213307346061067,"2","TRAPPC1"
1.18419848258313e-08,0.274561142770967,0.247,0.372,0.000383171103009424,"2","DYNLRB1"
1.82702085930774e-08,0.510884324889671,0.461,0.506,0.000591169139446204,"2","TUBA1B"
2.68626058155266e-08,0.462478495276798,0.375,0.386,0.000869193336372995,"2","RPL26"
3.03043294864049e-08,0.766478673457778,0.34,0.347,0.000980557189191603,"2","S100A4"
3.09910508098736e-08,0.370230113209698,0.413,0.432,0.00100277743105508,"2","RPL7A"
3.71075342760748e-08,0.357651000606386,0.167,0.253,0.00120068848657095,"2","HCST"
4.13489041948164e-08,0.420178735833856,0.378,0.388,0.00133792649303168,"2","RPS6"
6.42732573782195e-08,0.253613973058755,0.502,0.506,0.00207968978898705,"2","C2orf88"
1.80661137421904e-07,0.267491843753879,0.247,0.363,0.00584565242356056,"2","NENF"
3.50851772341979e-07,0.493007316701521,0.334,0.315,0.0113525107976694,"2","CD151"
4.91597294960227e-07,0.486979127863842,0.366,0.387,0.0159066136730281,"2","RPL9"
5.11510272957929e-07,0.271905986103359,0.565,0.661,0.0165509379020997,"2","ARF1"
5.64352500191717e-07,0.949994897403142,0.283,0.275,0.0182607538487034,"2","S100A6"
6.74485037505926e-07,0.423807829481969,0.389,0.411,0.0218243123585793,"2","RPS25"
8.04724127200833e-07,0.449133177183207,0.397,0.403,0.0260384585838373,"2","MGAT4B"
1.09853865505183e-06,0.403010949016052,0.502,0.584,0.035545415261512,"2","C9orf16"
1.40568438735951e-06,0.366138958153612,0.391,0.388,0.0454837297217918,"2","MPIG6B"
2.83131333907885e-06,0.382849024131837,0.401,0.405,0.0916128057125744,"2","ACTN1"
3.6611425930867e-06,0.413413980442785,0.38,0.409,0.118463590884506,"2","RPL6"
5.40360191341001e-06,0.330148600690764,0.25,0.358,0.174844347112208,"2","GPSM3"
6.52073441532167e-06,0.522537648907761,0.417,0.452,0.210991403476563,"2","NDUFAF3"
1.49157261684217e-05,0.317669675395093,0.248,0.352,0.482628151631622,"2","ANAPC5"
2.260827386698e-05,0.453743427211072,0.36,0.392,0.731535917513873,"2","RPL13A"
2.58066143532144e-05,0.604362107985886,0.311,0.326,0.835024620626958,"2","RPS16"
3.04495583052907e-05,0.254145181996152,0.438,0.447,0.985256358084291,"2","TSPAN33"
4.27773574637793e-05,0.321561735153359,0.483,0.54,1,"2","SNAP23"
4.57257878491677e-05,0.280318008427254,0.237,0.327,1,"2","SNRPN"
5.52990424240225e-05,0.418094718375654,0.353,0.375,1,"2","RPL14"
7.17244421380533e-05,0.417524394693316,0.177,0.252,1,"2","RPS10"
0.000127605431245067,0.415606843767456,0.215,0.299,1,"2","RAB37"
0.000154088700398278,0.460353684981321,0.238,0.332,1,"2","C4orf3"
0.000178433379090173,0.312441617403726,0.397,0.44,1,"2","RPS7"
0.000198827321277275,0.409336773102022,0.191,0.269,1,"2","CD74"
0.00020971861932615,0.263974259852275,0.281,0.397,1,"2","TXNIP"
0.000215990439078516,0.252754051689695,0.423,0.446,1,"2","ARHGAP18"
0.0002975006777693,0.291687940732397,0.307,0.428,1,"2","AP2M1"
0.000346160965400408,0.420337610954796,0.408,0.449,1,"2","MFSD1"
0.000362243304304831,0.359967027287083,0.422,0.458,1,"2","RSU1"
0.000363858520852258,0.495082648034462,0.308,0.325,1,"2","RPS21"
0.000428906114964115,0.42057496099238,0.295,0.293,1,"2","DOK2"
0.000524396622718099,0.368167760627347,0.351,0.384,1,"2","RPL3"
0.000844014067757797,0.269512013162407,0.455,0.497,1,"2","ILK"
0.000888370163228197,0.479601377210488,0.219,0.296,1,"2","SEPT2"
0.000933498899559082,0.321604740701956,0.279,0.377,1,"2","TAF10"
0.00128068326087274,0.335824868631394,0.35,0.38,1,"2","RPL5"
0.00150437538119739,0.28666135778853,0.305,0.417,1,"2","ASAH1"
0.00194916978560782,0.419478578542343,0.361,0.384,1,"2","MCUR1"
0.00239739131380608,0.266163512872371,0.333,0.452,1,"2","UQCR11"
0.00242000462398011,0.437808713046075,0.308,0.311,1,"2","C12orf75"
0.00273139921095039,0.488229762769172,0.194,0.257,1,"2","SKAP2"
0.00378153662891451,0.259069827993562,0.25,0.325,1,"2","GSN"
0.00527972123096342,0.400482710681507,0.351,0.396,1,"2","RPS26"
0.00592316303465762,0.404810288283782,0.327,0.361,1,"2","RPL37A"
0.00903865505181257,0.304524644753315,0.26,0.35,1,"2","RPS20"
0,5.77733771162296,0.974,0.031,0,"3","ALAS2"
0,5.24338842470151,0.999,0.078,0,"3","HBA2"
0,5.28120438921895,0.986,0.087,0,"3","SLC25A37"
0,5.31849205357376,0.967,0.095,0,"3","SLC25A39"
0,4.88694193322947,0.999,0.143,0,"3","HBB"
0,6.45881720677366,0.876,0.022,0,"3","AHSP"
0,4.84123839036091,0.999,0.151,0,"3","HBA1"
0,5.8143504288785,0.913,0.072,0,"3","HBD"
